paper_id,title,abstract,in_out,in_out_ignoring_exclcrit2,criteria,has intervention,is on older adults,has tech,has SI,remote,Rand
217,"An evaluation of congregate meal programs and health of elders: Scott County and Fort Smith, Arkansas Agric. Exp. Stat., Bulletin 808, July 1976",Study evaluates the impact of selected aspects of a congregate meal program on the health status of the elderly at one rural and one urban site in Arkansas. Data were gathered from interviews with 50 participants and 50 nonparticipants at each site in June-July 1975. Findings show participants sampled spent less time in bed due to illness than nonparticipants (15 days versus 29 days). Also rural participants sampled who had been hospitalized spent an average of 10 nights during the year while rural nonparticipants averaged 28 days of hospitalization. Respondents were unanimous in their praise of the hot meals program and all but one wanted to see it expanded. Ninety-one percent indicated they appreciated social interaction with others more than any other aspect of the program. The greatest single need expressed was to see more people participating. Most felt the program had done them some good physically and mentally. The main conclusion drawn from this pilot study is that congregate meal programs can provide an avenue for the elderly to avoid malnutrition and some of the associated hospitalization due to crisis conditions along with social isolation and its debilitating aspects.,0,0,no tech,1,,,,,0.1229542161
243,Effects of perinatal exposure to delta-9-tetrahydrocannabinol on the emotional reactivity of the offspring: A longitudinal behavioral study in Wistar rats,"Rationale: The endocannabinoid system plays a crucial role in the control of emotionality and recent clinical findings have shown that heavy prenatal exposure to cannabis is significantly associated with self-reported anxiety symptoms in exposed children. However, the long-term neurobehavioral consequences of in utero exposure to low-moderate doses of cannabinoid compounds have never been investigated. Objective: The objective of this study was to investigate whether perinatal exposure to moderate doses of the active constituent of cannabis, the CB1 cannabinoid receptor agonist delta-9-tetrahydrocannabinol (THC), influences the emotional reactivity of rat offspring. Methods: Primiparous Wistar rats were treated during pregnancy and lactation with doses of THC equivalent to the current estimates of moderate cannabis consumption in humans (2.5-5 mg kg-1, per os, from gestational day 15 to postnatal day 9). The emotional reactivity of infant, adolescent, and adult offspring was investigated using the isolation-induced ultrasonic vocalization, social interaction, and elevated plus-maze tests, respectively. Results: Perinatal THC treatment did not affect parameters of reproduction; however, at the dose of 5 mg kg-1, it increased the number of ultrasounds emitted by rat pups removed from the nest, inhibited social interaction and play behavior in the adolescent offspring, and induced an anxiogenic-like profile in the adult offspring tested in the elevated plus-maze test. Conclusion: These results suggest that the endocannabinoid system is involved in the control of emotionality since early developmental stages. Thus, even moderate doses of cannabinoid compounds, when administered during the perinatal period, can have profound consequences for brain maturation, leading to long-lasting neurodevelopmental alterations. © 2008 Springer-Verlag.",0,0,"not OA, not SI, no tech",1,,,,,0.9368999462
264,Pervasive computing technologies to continuously assess Alzheimer's disease progression and intervention efficacy,"Traditionally, assessment of functional and cognitive status of individuals with dementia occurs in brief clinic visits during which time clinicians extract a snapshot of recent changes in individuals' health. Conventionally, this is done using various clinical assessment tools applied at the point of care and relies on patients' and caregivers' ability to accurately recall daily activity and trends in personal health. These practices suffer from the infrequency and generally short durations of visits. Since 2004, researchers at the Oregon Center for Aging and Technology (ORCATECH) at the Oregon Health and Science University have been working on developing technologies to transform this model. ORCATECH researchers have developed a system of continuous in-home monitoring using pervasive computing technologies that make it possible to more accurately track activities and behaviors and measure relevant intra-individual changes. We have installed a system of strategically placed sensors in over 480 homes and have been collecting data for up to 8 years. Using this continuous in-home monitoring system, ORCATECH researchers have collected data on multiple behaviors such as gait and mobility, sleep and activity patterns, medication adherence, and computer use. Patterns of intra-individual variation detected in each of these areas are used to predict outcomes such as low mood, loneliness, and cognitive function. These methods have the potential to improve the quality of patient health data and in turn patient care especially related to cognitive decline. Furthermore, the continuous real-world nature of the data may improve the efficiency and ecological validity of clinical intervention studies. © 2015 Lyons, Austin, Seelye, Petersen, Yeargers, Riley, Sharma, Mattek, Wild, Dodge and Kaye.",0,0,not SI,1,,,,,0.4889376562
28,Retirees on facebook: Can online social networking enhance their health and wellness?,"An individual's social network has a strong impact on his or her mental and physical health. This is of particular consequence for senior citizens who are at greater risk of social isolation after retirement, due to loss of spouse, mobility issues, and recent emphasis on aging in place, i.e., in smart homes. Can online social networking sites (SNSs) such as Facebook help alleviate social isolation of aging alone by enabling seniors to maintain high-quality social interactions? How can we make senior-friendly design improvements to SNSs? A preliminary national survey (N=168) of adults over 55 revealed that for those who had joined an SNS, the primary motivation cited for signing up was persuasion by a friend or family member, while nonusers cited a strong lack of interest rather than a lack of knowledge or skill, with implications for theory and design of SNS technology for senior citizens.",0,0,"no intervention, no SI, survey",0,,,,,0.9205671396
340,Do older people who self-harm receive the hospital care they need?,"Although self-harm is most common in younger people in Britain, the risk of suicide subsequent to an initial act of self-harm is considerably greater in older age groups. Four characteristics have been shown to be associated with increased vulnerability in older people who self-harm: increased suicidal intent, physical illness, mental illness and social isolation. This paper is part of a broader analysis of all self-harm presentations to a British hospital accident and emergency department over a five-year period. It examines the prevalence of these vulnerability indicators in patients aged 65 or over, and considers whether greater vulnerability in older patients is reflected in their clinical management within the hospital and in community support planning on discharge. At the first presentation older patients (n=91) exhibited greater vulnerability than did younger patients (n=2,326). Despite this, we found no evidence that older self-harm patients were any more likely than younger patients to routinely receive either a psychosocial assessment from a member of staff with specialist mental health training, or community aftercare planning on discharge from the hospital. This study lends weight to recently published national guidelines recommending that all acts of self-harm in older people be regarded as evidence of serious suicidal intent at the outset. © Pavilion Publishing 2004.",0,0,"not SI, no tech",1,,,,,0.7400540902
268,Fit-for-life of future emerging technology,"Purpose: Emerging ICT technology is often viewed as obscure and unpleasant by older people1. In addition, it is associated with a variety of ethical considerations2. In many cases, older people find it difficult to imagine a role for modern ICT technology in their everyday lives, since technology of this kind does not necessarily fit in with the forms of life of this target group. This is most often due to the failure of ICT design paradigms to address the issues involved in living a good life. Traditionally, the core user challenge in ICT design has been associated with the immediate usage situation. Human-centred approaches such as contextual design, scenario-based design, and design with personas strive to design technology based on an investigation of what people could do with a given technology and how they actually use it. However, to ensure that products and services fit in with people's goals, it is imperative that we ask why people would adopt and use a certain technology in their lives. An analysis of people's lives (and personal characteristics) and living conditions is necessary in order to answer this question. In addition, clear conceptualisations and methodological models are required in order to describe how such knowledge of technology design processes might be applied. A model for a multi-dimensional and holistic Life-Based Design (LBD) has been introduced on these grounds3,4. This approach emphasises analysis of the role of technology in human life: facts and values related to forms of life, as a basis for the creation of design ideas and for concept design. Method: Part of LBD consists of a fit-for-life analysis, which examines the benefits and meaningfulness people can derive from the solutions developed, as well as the impact that such solutions can have on everyday life. It illustrates the logic involved in enhancing quality of life (QoL), presupposing a thorough understanding of the concept and content of QoL, particularly the reassessment of QoL parameters in relation to everyday life supported by technology. When designing for quality of life, it is necessary to understand what is relevant to people's values. Fit-for-life analysis thus includes an analysis of the relevant biological, psychological, and socio-cultural attributes of forms of life, and examines the ethical problems that may be created by technology. Results & Discussion: Fit-for-life analysis calls for a clarification of the issue of according to whose perspectives technology can contribute yielding higher value in improving quality of life. The outcome could lead to improvements in and modifications of product ideas. Technology is empowering when designed to be fit for the lives of older people. For example, it can enhance capabilities and self-efficacy and promote a feeling of security and ability to cope with life, while preventing loneliness and enabling participation in working life and social activities.",0,0,not SI,1,,,,,0.2841800129
207,Social Isolation and Social Support: An Applied Perspective,"Considerable empirical evidence substantiates the importance of social networks and support to health and well-being among the elderly. But considerably more research is necessary before successful interventions can be more generally implemented to positively alter an elder's network. In this article, the authors discuss social supportand isolationfrom an appliedperspective. They have combined presentations originally made at a National Institute on Aging-sponsored symposium on applied gerontology held in August 1992. They make some general observations concerning the field of applied social relations in later life, describe the mental health aspects of these relations, list some fundamental principles and existing technology for this field, describe the use of a brief screening instrument for social isolation developed by one of the authors (Lubben), and explore varying domains of knowledge concerning elder soical relations. They conclude by outlining some areas that they see as requiring the attention of an applications perspective to social support and isolation m the near future. © 1994, Sage Publications. All rights reserved.",0,0,no tech,1,,,,,0.3413423523
244,"Isolation and the timing of mammary gland development, gonadarche, and ovarian senescence: Implications for mammary tumor burden","In this study of Norway rats, we hypothesized that lifelong psychosocial experiences, social isolation or group living, trigger different developmental trajectories in the ovarian system, contributing to predisease pathways for spontaneous mammary tumors. Epidemiological studies indicate that early puberty and delayed menopause are risk factors for breast cancer. To that end, we took a cross-sectional, prospective approach and examined the ovarian system at two developmental points, young adulthood and middle age. We assessed ovarian function at both points, as well as mammary gland development at puberty and mammary tumor burden in middle age. Social isolation dissociated two components of puberty; it accelerated maturation of ovarian function while it simultaneously delayed mammary tissue development thereby increasing the exposure of developing breast parenchyma to high levels of estrogen. By mid-life, socially isolated rats had greater tumor burden despite having entered estropause prematurely, demonstrating that isolation did not increase tumorigenesis by prolonging ovarian function. These findings are discussed in the context of facultative lifespan strategies for rats born at different times of year and those living in isolation or in a large burrow community. © 2008 Wiley Periodicals, Inc.",0,0,"not OA, not SI, no tech",1,,,,,0.3059262544
260,Adaptive engagement of older adults' fitness through gamification,"Many older adults lead sedentary lifestyles, as the challenges of aging can complicate efforts to maintain a healthy level of physical activity. These challenges can include decreasing strength, reduced mental capacity, social isolation, and the development of chronic health conditions. My PhD research attempts to analyze the needs and challenges of older adults and review their attitudes and motivations towards physical activity (PA). Furthermore, I aim to investigate various approaches in the development of socially interactive fitness activity programs, with the goal of increasing positive lifestyle motivations and quality of life (QoL). This research defines a taxonomy of motivational and personality characteristics of older adults to engage in PA. Lastly, this dissertation proposes the development of an adaptive application that addresses fitness gamification from the motivational perspective of an older adult. This application will empower older adults to engage in PA as a means to gain freedom, mobility and social interdependence within their public spheres. © 2015 ACM.",0,0,not SI,1,,,,,0.8558969583
206,It can never be the way it was: helping elderly women adjust to change and loss.,"This article was written to help nurses assist elderly women adjusting to change and loss. It describes dynamics that may be present, such as loneliness and powerlessness.",0,0,no tech,1,,,,,0.6952250816
296,Gender and polypharmacotherapy in the elderly: A clinical challenge,"Polypharmacotherapy is a major concern in the elderly and especially in older women after the age of 80. It results from the intake of prescription and non-prescription drugs, being often a problem of evidence-based therapy. Besides the fact that women live longer than men and outnumber them, reasons for polypharmacy in women are diverse and include a different attitude towards intake of drugs between men and women, the propensity of women to rather see a physician and talk about their problems, the load of family responsibility as women are the main caregivers within a family, the influence of physician sex on patient care, the level of education, social deprivation and self-rated health. Women are more often prescribed potentially inappropriate medication and more often become victims of adverse drug reactions. This is not only due to the number and quality of drugs prescribed but also to differences in pharmacokinetics and - dynamics which make them more vulnerable to drug exposure. Thus, inappropriate prescribing contributes to hospitalization, poor quality of life, costs, compliance issues and poor outcomes. More preclinical and clinical studies with elderly patients and especially elderly women are needed to study the underlying mechanisms of the pharmacologic differences and obtain more insight into the difference in risk between men and women. Attention to prescribing of medications, consistent review of medication lists, and reevaluation of indications and outcomes of prescribing are essential to ensure that drugs are used appropriately in elderly women, polypharmacy is minimized and safety for patients is maximized. © 2012 Springer-Verlag Berlin Heidelberg.",0,0,"not SI, no tech",1,,,,,0.3467134259
306,Sedative load among community-dwelling people aged 75 years and older: A population-based study,"Background: Drugs with sedative properties are among the most widely used drugs in community-dwelling older people. Use of sedative drugs has been associated with falls and fractures, cognitive and memory impairment and impaired physical function among older people. The sedative load model has been developed to quantify the cumulative effect of taking multiple drugs with sedative properties. Objective: The objective of the study was to investigate factors associated with sedative load among community-dwelling older people, using data collected as part of the Finnish Geriatric Multidisciplinary Strategy for the Good Care of the Elderly (GeMS) study. Methods: The GeMS study was a randomized, comparative study that evaluated a model for geriatric assessment, care and rehabilitation using a study sample of 1000 persons aged ≥75 years who were living in Kuopio, Finland. Of these, 700 people consented to participate and were community-dwelling. Demographic, diagnostic and drug use data (both regular and when-required drugs) were elicited during nurse interviews. For the current analysis, sedative load was computed using a previously published model, in which drugs taken on a regular and when-required basis were classified into one of four groups according to their sedative potential. Group 1 included primary sedatives (sedative rating 2) and group 2 included drugs with sedation as a prominent side effect (sedative rating 1). Each participant's sedative load was calculated by summing the sedative ratings of group 1 and 2 drugs. Logistic regression models were used to investigate factors associated with sedative load. Results: Twenty-nine percent of participants (n = 205) had a sedative load of ≥1 (i.e. used one or more drugs with sedative properties), and 22% (n = 158) had a sedative load of ≥2 (i.e. used either one primary sedative or two drugs with sedation as a prominent adverse effect or preparations with a sedating component) when considering regularly used drugs. A sedative load of ≥2 that related to regularly used drugs was associated with female sex (odds ratio [OR] 1.65; 95% CI 1.02, 2.67), poor self-perceived health (OR 2.06; 95% CI 1.25, 3.38), impaired instrumental activities of daily living [IADL] (OR 1.89; 95% CI 1.18, 3.01) and often feeling lonely (OR 4.72; 95% CI 2.15, 10.40). The same factors remained significantly associated with a sedative load of ≥2 after drugs used on a when-required basis were included in the analyses. Conclusions: The advantages of the sedative load model were that it included drugs with sedative properties prescribed for somatic diseases, described cumulative exposure to drugs that exert sedative effects through multiple mechanisms in the CNS, and incorporated a sedative rating for each drug. In an older population, female sex, impaired IADL, poor self-perceived health, and loneliness were associated with higher sedative load. Clinicians should remain cognizant of these factors when reviewing drug regimens and targeting interventions to optimize sedative use. © 2011 Adis Data Information BV. All rights reserved.",0,0,"not SI, no tech",1,,,,,0.4692762445
225,The role of the intermediate care team in detecting and responding to loneliness in older clients,"The intermediate care team supports patients in their own homes to manage complex needs. They are ideally placed in the community to identify older adults at risk of loneliness. However, little is known about how intermediate care team professionals perceive, detect or respond to loneliness in their clients. This study explores intermediate care team professionals' attitudes to loneliness in the context of perceived service priorities and their experiences of managing loneliness in their clients. Eight professionals (n=2 physiotherapists, n=3 occupational therapists, n=3 nurses) took part in semi-structured interviews. Data were analysed thematically using framework analysis, applying the theory of planned behaviour as an interpretive framework. Intermediate care team professionals see loneliness as a significant issue for many of their older clients but a low priority for intermediate care team services. They believe that loneliness often goes undetected because it is difficult to measure objectively. Barriers to managing loneliness included high workloads, unsatisfactory referral systems and lack of close working with social care and independent sector services. Brief but reliable loneliness assessments into routine practice, receiving training on detecting and managing loneliness, and improving working relationships with social care and independent sector services were highlighted as strategies that could improve the detection and management of loneliness in intermediate care team clients. © 2016 MA Healthcare Ltd.",0,0,"not OA, no tech",1,,,,,0.07330867259
4,Impact of internet use on loneliness and contact with others among older adults: Cross-sectional analysis,"Background: Older adults are at increased risk of experiencing loneliness and depression, particularly as they move into different types of care communities. Information and communication technology (ICT) usage may help older adults to maintain contact with social ties. However, prior research is not consistent about whether ICT use increases or decreases isolation and loneliness among older adults. Objective: The purpose of this study was to examine how Internet use affects perceived social isolation and loneliness of older adults in assisted and independent living communities. We also examined the perceptions of how Internet use affects communication and social interaction. Methods: One wave of data from an ongoing study of ICT usage among older adults in assisted and independent living communities in Alabama was used. Regression analysis was used to determine the relationship between frequency of going online and isolation and loneliness (n=205) and perceptions of the effects of Internet use on communication and social interaction (n=60). Results: After controlling for the number of friends and family, physical/emotional social limitations, age, and study arm, a 1-point increase in the frequency of going online was associated with a 0.147-point decrease in loneliness scores (P=.005). Going online was not associated with perceived social isolation (P=.14). Among the measures of perception of the social effects of the Internet, each 1-point increase in the frequency of going online was associated with an increase in agreement that using the Internet had: (1) made it easier to reach people (b=0.508, P<.001), (2) contributed to the ability to stay in touch (b=0.516, P<.001), (3) made it easier to meet new people (b=0.297, P=.01, (4) increased the quantity of communication with others (b=0.306, P=.01), (5) made the respondent feel less isolated (b=0.491, P<.001), (6) helped the respondent feel more connected to friends and family (b=0.392, P=.001), and (7) increased the quality of communication with others (b=0.289, P=.01). Conclusions: Using the Internet may be beneficial for decreasing loneliness and increasing social contact among older adults in assisted and independent living communities.",1,1,INCLUDED,1,1,1,1,1,0.2491159524
68,Digital Inclusion for Older Adults based on Physical Activities: An Age Concern,"Nowadays, we are living in an interdependent and interconnected world during an age that is driven by technological progress. It has extraordinary potential to improve the quality of later life: creating social networks to tackle isolation and loneliness; transforming services to help people live independently at home for longer; empowering consumers; and enabling civil participation. In light of this, this poster aims to present the development process of a digital booklet for mobile devices-smartphones and tablets that illustrate the benefits of doing physical exercises for older adults aiming to improve life quality and minimizing digital exclusion. © 2015 IMIA and IOS Press.",0,0,"no SI, no intervention",0,,,,,0.7677217365
275,Barriers to the adoption of cell phones for older people with impairments in the USA: Results from an expert review and field study,"This qualitative exploratory study examines the barriers to the adoption of off the shelf cellular telephones for older people with vision, hearing, or dexterity impairments. We include the full range of factors that influence phone acquisition, use, and retention. We explore the feasibility of providing individual support to overcome learning barriers. The first stage of the study is a review of the sales process, purchase experience, and handset features available for cell phones in the Berkeley and Oakland areas of California in mid 2007. As the industry is organized, physical accessibility cannot be separated from programmatic access and business practice. The ergonomic aspects of handset design are mediated by firmware and software that changes rapidly and varies by carrier. The US sales model for cell phones, where purchasers select a pricing plan or tariff and then a handset from a limited group, does not accommodate the needs of seniors with impairments who need low cost plans but handsets with specific groups of features, most of which are generally available, but not necessarily available on any one phone and almost never on entry level phones. It is difficult for consumers to obtain information prior to purchase about handset accessibility. Features that support access are often difficult to find in menus and difficult for seniors to use. In the second stage of the study we gave a group of twelve older people with impairments, ranging from 66-90 years of age, a cell phone, airtime, and individual support for a one-month period. The results show that older people with impairments are deterred from cell phone use as much by the confusing structure of the industry as by the lack of certain handset features. They too often sacrifice access for price. They can be supported to learn to use cell phones but further work is needed to determine the specific kinds of support needed and how this can best be delivered. © 2010 IOS Press and the authors. All rights reserved.",0,0,not SI,1,,,,,0.9482098556
100,Losing connections and receiving support to reconnect: experiences of frail older people within care programmes implemented in primary care settings,"Aims and objectives: The objective of this study was to evaluate whether care provided in the care programmes matched the needs of older people. Background: Care programmes were implemented in primary-care settings in the Netherlands to identify frail older people and to prevent further deterioration of health. Design and methods: In total, 23 older people participated in in-depth interviews. Within this study, three older people participated as co-researchers; they gathered and analysed the data together with the academic researchers. Content analysis was used to analyse the data. Results: Two categories emerged from the data: 'Losing connections' and 'Receiving support to reconnect.' 'Losing connections' reflects the needs of older people and 'Receiving support to reconnect' reflects their experience and the appreciated aspects of the provided care. A relationship of trust with the practice nurse (PN) appeared to be an important aspect of care, as it fostered the sharing of feelings and issues other than physical or medical problems that could not be shared with the general practitioner. The PNs are experienced as connectors, who help to restore feelings of connectedness and older peoples' access to resources in the community. Conclusions: The relationship with the PN was experienced as valuable because of the feelings of 'connectedness' it created. Through this connectedness, older people could discuss feelings of loneliness, depression and frustration in receiving and acquiring the appropriate resources and services with the PNs. Furthermore, the relationship with the PN helped the older people to gain access to other health professionals and services. Implications for practice: The results imply that care for frail older people should include an awareness of the importance of the trusting relationship. Nurses can play a vital role in creating a trusting relationship and are able to bridge the gap between older people and other professionals and services. © 2015 John Wiley & Sons Ltd.",0,0,no tech,1,,,,,0.115721181
355,Development and validation of an indicator of support for community-residing older Canadians,"Lack of social support is an important risk factor for disability, psychiatric illness, cognitive impairment, institutionalization, and mortality. Social networks are also important for the caregiving and emotional support that elderly people need to allow them to function well in the community. This article details the development and validation of an index of the instrumental support available to older community residents in the Canadian Study of Health and Aging (CSHA). Preliminary item review, internal consistency, and exploratory factor analysis were carried out on a random half of the sample. The second half of the sample was used for cross-validation; internal consistency, exploratory factor analysis, and item response theory analysis were carried out. The final scale had six items; alpha internal consistency was 0.76 and IRT reliability was 0.85. A one-factor solution was most easily interpretable. IRT analyses showed that the scale was homogeneous and that most items were highly discriminating. The instrumental support scale also had a high correlation with size of social network; it was related to marital status and gender, and predicted institutionalization between the two phases of the study.",0,0,"not SI, no tech",1,,,,,0.1801939629
31,Japan: State of active ageing,"In terms of numbers, Japan is now the oldest nation in the world as its 65+ population passed the 20% level in October 2006. Today's senior citizens are expected to successfully fulfil their later years quality-wise. In 2007, members of the baby boomer generation are reaching their retirement age, now mandatory at 60, and businesses are said to be eagerly anticipating the huge new emerging potential of the ""silver market"". To cope with functional changes, robotics will play a key role. Toshiba is developing a new robot which can download recipes from the Internet and prepare meals. So, most household equipment in a future home will be closely networked with Information and Communication Technology to enhance quality of life for all. However, looking at reality, we have to face the issue of digital divide. ICT is now part of life, but it is a quite foreign culture for most senior citizens in Japan as many of them have never used - for instance - a typewriter. Two major solutions to this issue are being tested. One consists of class-room lessons organized by local authorities, computer businesses, NGOs, universities and other educational institutes, etc. Another is a certification system. The biggest challenge is to help older people to realize that ICT is a ""must"" for them to achieve active and healthy ageing. It is obvious that they will face mobility impairment as they age. Impaired mobility limits social contacts and has an important impact on quality of life. ICT can help them to avoid this social isolation. © 2009 The European Community and IOS Press. All rights reserved.",0,0,"no intervention, no tech, no remote, no SI",0,,,,,0.3610104405
362,Mental health problems in older adults with HIV referred to a psychological medicine unit,"Although HIV is still seen by many as a disease affecting younger adults, it is known that at least 11% of individuals with AIDS in Britain are over the age of 50. It is likely that this older age representation will continue and increase and whilst much is known about the psychological wellbeing of younger individuals with HIV, it is crucial that we consider the differing experiences and needs of older adults with the disease. Fifty-two adults with HIV over the age of 54 were referred to the Department of Psychological Medicine between June 1990 and December 1996. Data for these patients were compared with corresponding information for a random sample of younger patients with HIV. The older adults were found to differ significantly from the younger individuals on a variety of social, psychological and medical variables including social isolation, employment worries, sexuality, previous psychiatric history and stage of HIV at referral. It seems that current HIV services may actually alienate a significant proportion of potential users through not being sensitive to the needs and views of these older individuals. This must be addressed by policy makers and practitioners to ensure that psychiatric and psychological services become more acceptable and accessible to the older adult.",0,0,"not SI, no tech",1,,,,,0.8003908694
57,User interface for social networking application for the elderly,Elderly people with no or limited skills of using computers are in risk of social isolation as social life moves to the Internet. This paper describes the design process and implementation of a user interface and device for the elderly for a social networking application. The idea is that people with no previous experience on using computers are able to use the device immediately and that the device is not considered to be a computer. An iterative and user-centred design process is used to ensure that all the needs and views from the users are taken into account. The user interface and the device have been tested in long lasting field trials and the results are presented in this paper. Based on the results the implemented device seems to qualify the needs of elder users. © 2013 ACM.,0,0,no SI,1,,,,,0.514222301
196,Older people with depression: Pilot study,"Background. Although a substantial number of studies have identified the prevalence of depression experienced by older adults living in the community and the factors that may precipitate this depression, few have focussed on depression in older people who attend day centres. Consequently, there is no literature suggesting how depression in this population may be psychologically managed. Aims. The aim of this paper is to present the results of a pilot study investigating the incidence of depression in people attending a London Age Concern day centre, and its associations with perceptions of handicap, loneliness, social support networks, satisfaction with social support, and satisfaction with life. Methods. A quasi-experimental, cross-sectional pilot study was conducted with attendees at a London Age Concern day centre between November 1998 and January 1999. The day centre manager selected a convenience sample of 24 of 156 participants. Inclusion criteria were that participants must attend the day centre regularly and be over or equal to 65 years of age. The exclusion criterion was known psychiatric illness. Participants were interviewed using the Geriatric Mental State-Automated Geriatric Examination for Computer Assisted Taxonomy, which identifies caseness of psychopathology and includes a loneliness subscale, and completed the Satisfaction with Life Scale, Social Support Questionnaire and London Handicap Scale. Results. There was a higher level of depression in this day centre setting than that found in other community-based studies. There were the expected significant associations between depression and loneliness, and depression and satisfaction with life. However, unexpectedly, there were no associations between depression and social support, or depression and handicap. Conclusions. The study has several limitations. However, the high level of depression and significant relationships between depression, loneliness and satisfaction with life may indicate that the social function of day centres is not meeting expectations. This suggests that there could be a role for community mental health nurses in offering psychosocial interventions to alleviate some of the distress experienced.",0,0,no tech,1,,,,,0.05353255136
98,Barriers to social participation among lonely older adults: The influence of social fears and identity,"Introduction: Loneliness among older adults is a major public health problem that may be associated with processes of social participation and identity. This study therefore sought to examine the relationship between social participation and identity in a sample of lonely older adults living independently in London, England. Method: An inductive qualitative approach, based on semi-structured interviews and thematic analysis, was employed. Results: Participants commonly spoke of barriers to social participation that have been reported elsewhere, including illness/disability, loss of contact with friends/relatives, lack of a supportive community, and lack of acceptable social opportunities. However, novel findings were also derived. In particular, participants commonly minimised the difficulties they faced alone, and described attempts to avoid social opportunities. These behaviours were linked to fears about engaging in social participation opportunities, including fears of social rejection and/or exploitation, and fears of losing valued aspects of identity. Discussion: It is concluded that social participation amongst lonely older people will not improve through the removal of previously reported barriers alone; instead, older peoples' beliefs, fears and identities must be addressed. Suggestions for implementing these findings within community organisations are provided. © 2015 Goll et al.",0,0,no tech,1,,,,,0.69643982
135,Social isolation in older Malaysians: Prevalence and risk factors,"Background:: Social isolation is one of the most important emerging issues among ageing populations, as it reduces well-being, health and quality of life. The purpose of this study was to identify prevalence and risk factors of social isolation in older Malaysians. Methods:: The sample for this study was drawn from a national survey entitled 'Patterns of Social Relationships and Psychological Well-Being among Older Persons in Peninsular Malaysia'. Social isolation was measured with the Lubben Social Network Scale. Results:: The findings from the present study showed that 49.8% of older Malaysians are at risk for social isolation. The results of logistic regression analysis revealed that the number of sons, number of brothers, number of sisters, household size, self-rated health, place of residence, homeownership, sex and ethnicity were significantly associated with social isolation. Conclusion:: These findings may have some implications for social and health-care policymakers in planning and developing new and effective interventions such as educational programmes to reduce social isolation among this vulnerable population. © 2013 The Authors. Psychogeriatrics © 2013 Japanese Psychogeriatric Society.",0,0,no tech,1,,,,,0.5786896696
367,Epidemiology of psychopathology in old age. Some implications for clinical services,"The urgent need for the reorganization of mental health services for the elderly based on a detailed and sound set of epidemiologic data has been emphasized. Some findings on the distribution and frequency of mental disorder in the elderly have been reviewed and related to the need for appropriate services. It is apparent, however, that there are ambiguities and omissions in the existing data base. It is expected that this situation will improve in the next few years. Not only will there soon be more data but also a better understanding of how to use these data to improve the quality of mental health care for the elderly.",0,0,"not SI, no tech",1,,,,,0.03141542458
151,A place for singing: Active music engagement by older Chinese Australians,"Positive, active engagement in community singing groups can provide emotional, social, cognitive and physical benefits to older participants. This article explores these benefits through the experiences of a group of older Chinese Australians still active in their local community. Using a qualitative, phenomenological case study approach, it draws on the participants' own understandings and experiences with singing and music. In settings such as this, language barriers can compound social isolation and loneliness in individuals, and may hamper studies of culturally and linguistically diverse older people. Thus, participants were interviewed in their first language, Mandarin Chinese. The data from these interviews were thematically analysed using Interpretative Phenomenological Analysis (IPA), which explores how participants make sense of their personal and social world. Four broad themes were identified from the data: Emotional well-being, connections with the past, shared interests and mental and physical well-being. Each of these themes is explored in the article through the words and experiences of the participants. © 2012 Intellect Ltd Article.",0,0,no tech,1,,,,,0.5383407445
167,"Brief report: Presence of a Dog, pet attachment, and loneliness among elders","The purpose of the study was to examine the relationships between preference to have a dog present during a testing situation, pet attachment, previous and current pet ownership, and loneliness among older adults. Sixty-eight individuals living in two retirement communities were given a choice of having a small dog present or absent while completing measures of pet attachment and loneliness. Sixty-seven of 68 participants chose to have the dog present. Therefore, it was not possible to compare participants by preference of having a dog present or absent. Pet owners and non-pet owners did not significantly differ on pet attachment. Furthermore, pet owners and non-pet owners did not show statistically significant differences on loneliness. ©NAJP.",0,0,no tech,1,,,,,0.964744129
19,Internet use as a predictor of sense of community in older people,"The Internet opens new options for communication and may change the extent to which older people use other modes of communication. The importance of older adults' participation in cyberspace has increased as Internet use for commerce and communication has increased. The present study explores how older adults' Internet use affects their sense of community. An online survey was conducted at the University of Sydney to determine the associations between Internet use and seniors' sense of community and well-being. Participants were recruited online. There was a positive association between a sense of belonging to an online community, sense of community, and well-being. Seniors' use of the Internet for communication and information, and the frequency and history of their Internet use, were consistently related to a greater sense of community. © 2009 Mary Ann Liebert, Inc.",0,1,no intervention,0,,,,,0.9240414317
